Gender,Event,Location,Year,Medal,Name,Nationality,Result
W,Shot Put,Seoul,1988,Silver,Kathrin NEIMKE,GDR,21.07
W,Shot Put,Seoul,1988,Bronze,Li MEISU,CHN,21.06
M,Discus Throw,Seoul,1988,Gold,Jurgen SCHULT,GDR,68.82
M,Discus Throw,Seoul,1988,Silver,Romas UBARTAS,URS,67.48
M,Discus Throw,Seoul,1988,Bronze,Rolf DANNEBERG,FRG,67.38
W,Discus Throw,Seoul,1988,Gold,Martina HELLMANN,GDR,72.3
W,Discus Throw,Seoul,1988,Silver,Diana GANSKY,GDR,71.88
W,Discus Throw,Seoul,1988,Bronze,Tsvetanka KHRISTOVA,BUL,69.74
M,Hammer Throw,Seoul,1988,Gold,Sergey LITVINOV,URS,84.8
M,Hammer Throw,Seoul,1988,Silver,Yuriy SEDYKH,URS,83.76
M,Hammer Throw,Seoul,1988,Bronze,Juri TAMM,URS,81.16
M,Javelin Throw,Seoul,1988,Gold,Tapio KORJUS,FIN,84.28
M,Javelin Throw,Seoul,1988,Silver,Jan ZELEZNY,TCH,84.12
M,Javelin Throw,Seoul,1988,Bronze,Seppo RATY,FIN,83.26
W,Javelin Throw,Seoul,1988,Gold,Petra FELKE,GDR,74.68
W,Javelin Throw,Seoul,1988,Silver,Fatima WHITBREAD,GBR,70.32
W,Javelin Throw,Seoul,1988,Bronze,Beate KOCH,GDR,67.3
M,100m,Los Angeles,1984,Gold,Carl LEWIS,USA,9.99
M,100m,Los Angeles,1984,Silver,Sam GRADDY,USA,10.19
M,100m,Los Angeles,1984,Bronze,Ben JOHNSON,CAN,10.22
W,100m,Los Angeles,1984,Gold,Evelyn ASHFORD,USA,10.97
W,100m,Los Angeles,1984,Silver,Alice BROWN,USA,11.13
W,100m,Los Angeles,1984,Bronze,Merlene OTTEY,JAM,11.16
M,200m,Los Angeles,1984,Gold,Carl LEWIS,USA,19.8
M,200m,Los Angeles,1984,Silver,Kirk BAPTISTE,USA,19.96
M,200m,Los Angeles,1984,Bronze,Thomas JEFFERSON,USA,20.26
W,200m,Los Angeles,1984,Gold,Valerie BRISCO-HOOKS,USA,21.81
W,200m,Los Angeles,1984,Silver,Florence GRIFFITH,USA,22.04
W,200m,Los Angeles,1984,Bronze,Merlene OTTEY,JAM,22.09
M,400m,Los Angeles,1984,Gold,Alonzo BABERS,USA,44.27
M,400m,Los Angeles,1984,Silver,Gabriel TIACOH,CIV,44.54
M,400m,Los Angeles,1984,Bronze,Antonio MCKAY,USA,44.71
W,400m,Los Angeles,1984,Gold,Valerie BRISCO-HOOKS,USA,48.83
W,400m,Los Angeles,1984,Silver,Chandra CHEESEBOROUGH,USA,49.05
W,400m,Los Angeles,1984,Bronze,Kathy COOK,GBR,49.43
M,800m,Los Angeles,1984,Gold,Joaquim CRUZ,BRA,01:43.0
M,800m,Los Angeles,1984,Silver,Sebastian COE,GBR,01:43.6
M,800m,Los Angeles,1984,Bronze,Earl JONES,USA,01:43.8
W,800m,Los Angeles,1984,Gold,Doina MELINTE,ROU,01:57.6
W,800m,Los Angeles,1984,Silver,Kim GALLAGHER,USA,01:58.6
W,800m,Los Angeles,1984,Bronze,Fita LOVIN,ROU,01:58.8
M,1500m,Los Angeles,1984,Gold,Sebastian COE,GBR,03:32.5
M,1500m,Los Angeles,1984,Silver,Steve CRAM,GBR,03:33.4
M,1500m,Los Angeles,1984,Bronze,Jose ABASCAL,ESP,03:34.3
W,1500m,Los Angeles,1984,Gold,Gabriella DORIO,ITA,04:03.2
W,1500m,Los Angeles,1984,Silver,Doina MELINTE,ROU,04:03.8
W,1500m,Los Angeles,1984,Bronze,Maricica PUICA,ROU,04:04.1
M,5000m,Los Angeles,1984,Gold,Said AOUITA,MAR,13:05.6
M,5000m,Los Angeles,1984,Silver,Markus RYFFEL,SUI,13:07.5
M,5000m,Los Angeles,1984,Bronze,Antonio LEITAO,POR,13:09.2
W,3000m,Los Angeles,1984,Gold,Maricica PUICA,ROU,08:36.0
W,3000m,Los Angeles,1984,Silver,Wendy SLY,GBR,08:39.5
W,3000m,Los Angeles,1984,Bronze,Lynn WILLIAMS,CAN,08:42.1
M,10000m,Los Angeles,1984,Gold,Alberto COVA,ITA,27:47.5
M,10000m,Los Angeles,1984,Silver,Mike MCLEOD,GBR,28:06.2
M,10000m,Los Angeles,1984,Bronze,Michael MUSYOKI,KEN,28:06.5
M,110m Hurdles,Los Angeles,1984,Gold,Roger KINGDOM,USA,13.2
M,110m Hurdles,Los Angeles,1984,Silver,Greg FOSTER,USA,13.23
M,110m Hurdles,Los Angeles,1984,Bronze,Arto BRYGGARE,FIN,13.4
W,100m Hurdles,Los Angeles,1984,Gold,Benita FITZGERALD-BROWN,USA,12.84
W,100m Hurdles,Los Angeles,1984,Silver,Shirley STRONG,GBR,12.88
W,100m Hurdles,Los Angeles,1984,Bronze,Michele CHARDONNET,FRA,13.06
W,100m Hurdles,Los Angeles,1984,Bronze,Kim TURNER,USA,13.06
M,400m Hurdles,Los Angeles,1984,Gold,Edwin MOSES,USA,47.75
M,400m Hurdles,Los Angeles,1984,Silver,Danny HARRIS,USA,48.13
M,400m Hurdles,Los Angeles,1984,Bronze,Harald SCHMID,FRG,48.19
W,400m Hurdles,Los Angeles,1984,Gold,Nawal EL MOUTAWAKEL,MAR,54.61
W,400m Hurdles,Los Angeles,1984,Silver,Judi BROWN,USA,55.2
W,400m Hurdles,Los Angeles,1984,Bronze,Cristieana COJOCARU,ROU,55.41
M,3000m Steeplechase,Los Angeles,1984,Gold,Julius KORIR,KEN,08:11.8
M,3000m Steeplechase,Los Angeles,1984,Silver,Joseph MAHMOUD,FRA,08:13.3
M,3000m Steeplechase,Los Angeles,1984,Bronze,Brian DIEMER,USA,08:14.1
M,Marathon,Los Angeles,1984,Gold,Carlos LOPES,POR,02:09:21
M,Marathon,Los Angeles,1984,Silver,John TREACY,IRL,02:09:56
M,Marathon,Los Angeles,1984,Bronze,Charlie SPEDDING,GBR,02:09:58
W,Marathon,Los Angeles,1984,Gold,Joan BENOIT,USA,02:24:52
W,Marathon,Los Angeles,1984,Silver,Grete WAITZ,NOR,02:26:18
W,Marathon,Los Angeles,1984,Bronze,Rosa MOTA,POR,02:26:57
M,20km Race Walk,Los Angeles,1984,Gold,Ernesto CANTO,MEX,01:23:13
M,20km Race Walk,Los Angeles,1984,Silver,Raul GONZALEZ,MEX,01:23:20
M,20km Race Walk,Los Angeles,1984,Bronze,Maurizio DAMILANO,ITA,01:23:26
M,50km Race Walk,Los Angeles,1984,Gold,Raul GONZALEZ,MEX,03:47:26
M,50km Race Walk,Los Angeles,1984,Silver,Bo GUSTAFSSON,SWE,03:53:19
M,50km Race Walk,Los Angeles,1984,Bronze,Sandro BELLUCCI,ITA,03:53:45
M,High Jump,Los Angeles,1984,Gold,Dietmar MOGENBURG,FRG,2.35
M,High Jump,Los Angeles,1984,Silver,Patrik SJOBERG,SWE,2.33
M,High Jump,Los Angeles,1984,Bronze,Zhu JIANHUA,CHN,2.31
W,High Jump,Los Angeles,1984,Gold,Ulrike MEYFARTH,FRG,2.02
W,High Jump,Los Angeles,1984,Silver,Sara SIMEONI,ITA,2
W,High Jump,Los Angeles,1984,Bronze,Joni HUNTLEY,USA,1.97
M,Pole Vault,Los Angeles,1984,Gold,Pierre QUINON,FRA,5.75
M,Pole Vault,Los Angeles,1984,Silver,Mike TULLY,USA,5.65
M,Pole Vault,Los Angeles,1984,Bronze,Earl BELL,USA,5.6
M,Pole Vault,Los Angeles,1984,Bronze,Thierry VIGNERON,FRA,5.6
M,Long Jump,Los Angeles,1984,Gold,Carl LEWIS,USA,8.54
M,Long Jump,Los Angeles,1984,Silver,Gary HONEY,AUS,8.24
M,Long Jump,Los Angeles,1984,Bronze,Giovanni EVANGELISTI,ITA,8.24
W,Long Jump,Los Angeles,1984,Gold,Anisoara CUSMIR-STANCIU,ROU,6.96
W,Long Jump,Los Angeles,1984,Silver,Vali IONESCU,ROU,6.81
W,Long Jump,Los Angeles,1984,Bronze,Sue HEARNSHAW,GBR,6.8
M,Triple Jump,Los Angeles,1984,Gold,Al JOYNER,USA,17.26
M,Triple Jump,Los Angeles,1984,Silver,Mike CONLEY,USA,17.18
M,Triple Jump,Los Angeles,1984,Bronze,Keith CONNOR,GBR,16.87
M,Shot Put,Los Angeles,1984,Gold,Alessandro ANDREI,ITA,21.26
M,Shot Put,Los Angeles,1984,Silver,Michael CARTER,USA,21.09
M,Shot Put,Los Angeles,1984,Bronze,Dave LAUT,USA,20.97
W,Shot Put,Los Angeles,1984,Gold,Claudia LOSCH,FRG,20.48
W,Shot Put,Los Angeles,1984,Silver,Mihaela LOGHIN,ROU,20.47
W,Shot Put,Los Angeles,1984,Bronze,Gael MARTIN,AUS,19.19
M,Discus Throw,Los Angeles,1984,Gold,Rolf DANNEBERG,FRG,66.6
M,Discus Throw,Los Angeles,1984,Silver,Mac WILKINS,USA,66.3
M,Discus Throw,Los Angeles,1984,Bronze,John POWELL,USA,65.46
W,Discus Throw,Los Angeles,1984,Gold,Ria STALMAN,NED,65.36
W,Discus Throw,Los Angeles,1984,Silver,Leslie DENIZ,USA,64.84
W,Discus Throw,Los Angeles,1984,Bronze,Florenta CRACIUNESCU,ROU,63.64
M,Hammer Throw,Los Angeles,1984,Gold,Juha TIAINEN,FIN,78.08
M,Hammer Throw,Los Angeles,1984,Silver,Karl-Hans RIEHM,FRG,77.98
M,Hammer Throw,Los Angeles,1984,Bronze,Klaus PLOGHAUS,FRG,76.68
M,Javelin Throw,Los Angeles,1984,Gold,Arto HARKONEN,FIN,86.76
M,Javelin Throw,Los Angeles,1984,Silver,Dave OTTLEY,GBR,85.74
M,Javelin Throw,Los Angeles,1984,Bronze,Kenth ELDEBRINK,SWE,83.72
W,Javelin Throw,Los Angeles,1984,Gold,Tessa SANDERSON,GBR,69.56
W,Javelin Throw,Los Angeles,1984,Silver,Tiina LILLAK,FIN,69
W,Javelin Throw,Los Angeles,1984,Bronze,Fatima WHITBREAD,GBR,67.14
M,100m,Moscow,1980,Gold,Allan WELLS,GBR,10.25
M,100m,Moscow,1980,Silver,Silvio LEONARD,CUB,10.25
M,100m,Moscow,1980,Bronze,Petar PETROV,BUL,10.39
W,100m,Moscow,1980,Gold,Lyudmila KONDRATYEVA,URS,11.06
W,100m,Moscow,1980,Silver,Marlies GOHR,GDR,11.07
W,100m,Moscow,1980,Bronze,Ingrid AUERSWALD,GDR,11.07
M,200m,Moscow,1980,Gold,Pietro MENNEA,ITA,20.19
M,200m,Moscow,1980,Silver,Allan WELLS,GBR,20.21
M,200m,Moscow,1980,Bronze,Don QUARRIE,JAM,20.29
W,200m,Moscow,1980,Gold,Barbel WOCKEL,GDR,22.03
W,200m,Moscow,1980,Silver,Natalya BOCHINA,URS,22.19
W,200m,Moscow,1980,Bronze,Merlene OTTEY,JAM,22.2
M,400m,Moscow,1980,Gold,Viktor MARKIN,URS,44.6
M,400m,Moscow,1980,Silver,Rick MITCHELL,AUS,44.84
M,400m,Moscow,1980,Bronze,Frank SCHAFFER,GDR,44.87
W,400m,Moscow,1980,Gold,Marita KOCH,GDR,48.88
W,400m,Moscow,1980,Silver,Jarmila KRATOCHVILOVA,TCH,49.46
W,400m,Moscow,1980,Bronze,Christina LATHAN,GDR,49.66
M,800m,Moscow,1980,Gold,Steve OVETT,GBR,01:45.4
M,800m,Moscow,1980,Silver,Sebastian COE,GBR,01:45.9
M,800m,Moscow,1980,Bronze,Nikolay KIROV,URS,01:45.9
W,800m,Moscow,1980,Gold,Nadezhda OLIZARENKO,URS,01:53.4
W,800m,Moscow,1980,Silver,Olga MINEYEVA,URS,01:54.8
W,800m,Moscow,1980,Bronze,Tatyana PROVIDOKHINA,URS,01:55.5
M,1500m,Moscow,1980,Gold,Sebastian COE,GBR,03:38.4
M,1500m,Moscow,1980,Silver,Jurgen STRAUB,GDR,03:38.8
M,1500m,Moscow,1980,Bronze,Steve OVETT,GBR,03:39.0
W,1500m,Moscow,1980,Gold,Tatyana KAZANKINA,URS,03:56.6
W,1500m,Moscow,1980,Silver,Christiane WARTENBERG,GDR,03:57.8
W,1500m,Moscow,1980,Bronze,Nadezhda OLIZARENKO,URS,03:59.6
M,5000m,Moscow,1980,Gold,Miruts YIFTER,ETH,13:20.9
M,5000m,Moscow,1980,Silver,Suleiman NYAMBUI,TAN,13:21.6
M,5000m,Moscow,1980,Bronze,Kaarlo MAANINKA,FIN,13:22.0
M,10000m,Moscow,1980,Gold,Miruts YIFTER,ETH,27:42.7
M,10000m,Moscow,1980,Silver,Kaarlo MAANINKA,FIN,27:44.3
M,10000m,Moscow,1980,Bronze,Mohamed KEDIR,ETH,27:44.6
M,110m Hurdles,Moscow,1980,Gold,Thomas MUNKELT,GDR,13.39
M,110m Hurdles,Moscow,1980,Silver,Alejandro CASANAS,CUB,13.4
M,110m Hurdles,Moscow,1980,Bronze,Aleksandr PUCHKOV,URS,13.44
W,100m Hurdles,Moscow,1980,Gold,Vera KOMISOVA,URS,12.56
W,100m Hurdles,Moscow,1980,Silver,Johanna KLIER,GDR,12.63
W,100m Hurdles,Moscow,1980,Bronze,Lucyna LANGER,POL,12.65
M,400m Hurdles,Moscow,1980,Gold,Volker BECK,GDR,48.7
M,400m Hurdles,Moscow,1980,Silver,Vasyl ARKHYPENKO,URS,48.86
M,400m Hurdles,Moscow,1980,Bronze,Gary OAKES,GBR,49.11
M,3000m Steeplechase,Moscow,1980,Gold,Bronislaw MALINOWSKI,POL,08:09.7
M,3000m Steeplechase,Moscow,1980,Silver,Filbert BAYI,TAN,08:12.5
M,3000m Steeplechase,Moscow,1980,Bronze,Eshetu TURA,ETH,08:13.6
M,Marathon,Moscow,1980,Gold,Waldemar CIERPINSKI,GDR,02:11:03
M,Marathon,Moscow,1980,Silver,Gerard NIJBOER,NED,02:11:20
M,Marathon,Moscow,1980,Bronze,Satymkul DZHUMANAZAROV,URS,02:11:35
M,20km Race Walk,Moscow,1980,Gold,Maurizio DAMILANO,ITA,01:23:35
M,20km Race Walk,Moscow,1980,Silver,Pyotr POCHENCHUK,URS,01:24:45
M,20km Race Walk,Moscow,1980,Bronze,Roland WIESER,GDR,01:25:58
M,50km Race Walk,Moscow,1980,Gold,Hartwig GAUDER,GDR,03:49:24
M,50km Race Walk,Moscow,1980,Silver,Jorge LLOPART,ESP,03:51:25
M,50km Race Walk,Moscow,1980,Bronze,Yevgeniy IVCHENKO,URS,03:56:32
M,High Jump,Moscow,1980,Gold,Gerd WESSIG,GDR,2.36
M,High Jump,Moscow,1980,Silver,Jacek WSZOLA,POL,2.31
M,High Jump,Moscow,1980,Bronze,Jorg FREIMUTH,GDR,2.31
W,High Jump,Moscow,1980,Gold,Sara SIMEONI,ITA,1.97
W,High Jump,Moscow,1980,Silver,Urszula KIELAN,POL,1.94
W,High Jump,Moscow,1980,Bronze,Jutta KIRST,GDR,1.94
M,Pole Vault,Moscow,1980,Gold,Wladyslaw KOZAKIEWICZ,POL,5.78
M,Pole Vault,Moscow,1980,Silver,Konstantin VOLKOV,URS,5.65
M,Pole Vault,Moscow,1980,Silver,Tadeusz SLUSARSKI,POL,5.65
M,Long Jump,Moscow,1980,Gold,Lutz DOMBROWSKI,GDR,8.54
M,Long Jump,Moscow,1980,Silver,Frank PASCHEK,GDR,8.21
M,Long Jump,Moscow,1980,Bronze,Valeriy PODLUZHNIY,URS,8.18
W,Long Jump,Moscow,1980,Gold,Tatyana KOLPAKOVA,URS,7.06
W,Long Jump,Moscow,1980,Silver,Brigitte WUJAK,GDR,7.04
W,Long Jump,Moscow,1980,Bronze,Tatyana SKACHKO,URS,7.01
M,Triple Jump,Moscow,1980,Gold,Jaak UUDMAE,URS,17.35
M,Triple Jump,Moscow,1980,Silver,Viktor SANEYEV,URS,17.24
M,Triple Jump,Moscow,1980,Bronze,Joao Carlos DE OLIVEIRA,BRA,17.22
M,Shot Put,Moscow,1980,Gold,Vladimir KISELEV,URS,21.35
M,Shot Put,Moscow,1980,Silver,Aleksandr BARYSHNIKOV,URS,21.08
M,Shot Put,Moscow,1980,Bronze,Udo BEYER,GDR,21.06
W,Shot Put,Moscow,1980,Gold,Ilona SLUPIANEK,GDR,22.41
W,Shot Put,Moscow,1980,Silver,Svetlana KRACHEVSKAYA,URS,21.42
W,Shot Put,Moscow,1980,Bronze,Margitta PUFE,GDR,21.2
M,Discus Throw,Moscow,1980,Gold,Viktor RASHCHUPKIN,URS,66.64
M,Discus Throw,Moscow,1980,Silver,Imrich BUGAR,TCH,66.38
M,Discus Throw,Moscow,1980,Bronze,Luis DELIS,CUB,66.32
W,Discus Throw,Moscow,1980,Gold,Evelin JAHL,GDR,69.96
W,Discus Throw,Moscow,1980,Silver,Maria PETKOVA,BUL,67.9
W,Discus Throw,Moscow,1980,Bronze,Tatyana LESOVAYA,URS,67.4
M,Hammer Throw,Moscow,1980,Gold,Yuriy SEDYKH,URS,81.8
M,Hammer Throw,Moscow,1980,Silver,Sergey LITVINOV,URS,80.64
M,Hammer Throw,Moscow,1980,Bronze,Juri TAMM,URS,78.96
M,Javelin Throw,Moscow,1980,Gold,Dainis KULA,URS,91.2
M,Javelin Throw,Moscow,1980,Silver,Aleksandr MAKAROV,URS,89.64
M,Javelin Throw,Moscow,1980,Bronze,Wolfgang HANISCH,GDR,86.72
W,Javelin Throw,Moscow,1980,Gold,Maria COLON,CUB,68.4
W,Javelin Throw,Moscow,1980,Silver,Saida GUNBA,URS,67.76
W,Javelin Throw,Moscow,1980,Bronze,Ute HOMMOLA,GDR,66.56
M,100m,Montreal,1976,Gold,Hasely CRAWFORD,TRI,10.06
M,100m,Montreal,1976,Silver,Don QUARRIE,JAM,10.08
M,100m,Montreal,1976,Bronze,Valeriy BORZOV,URS,10.14
W,100m,Montreal,1976,Gold,Annegret RICHTER,FRG,11.08
W,100m,Montreal,1976,Silver,Renate STECHER,GDR,11.13
W,100m,Montreal,1976,Bronze,Inge HELTEN,FRG,11.17
M,200m,Montreal,1976,Gold,Don QUARRIE,JAM,20.23
M,200m,Montreal,1976,Silver,Millard HAMPTON,USA,20.29
M,200m,Montreal,1976,Bronze,Dwayne EVANS,USA,20.43
W,200m,Montreal,1976,Gold,Barbel ECKERT,GDR,22.37
W,200m,Montreal,1976,Silver,Annegret RICHTER,FRG,22.39
W,200m,Montreal,1976,Bronze,Renate STECHER,GDR,22.47
M,400m,Montreal,1976,Gold,Alberto JUANTORENA,CUB,44.26
M,400m,Montreal,1976,Silver,Fred NEWHOUSE,USA,44.4
M,400m,Montreal,1976,Bronze,Herman FRAZIER,USA,44.95
W,400m,Montreal,1976,Gold,Irena SZEWINSKA,POL,49.28
W,400m,Montreal,1976,Silver,Christina BREHMER,GDR,50.51
W,400m,Montreal,1976,Bronze,Ellen STREIDT,GDR,50.55
M,800m,Montreal,1976,Gold,Alberto JUANTORENA,CUB,01:43.5
M,800m,Montreal,1976,Silver,Ivo VAN DAMME,BEL,01:43.9
M,800m,Montreal,1976,Bronze,Rick WOHLHUTER,USA,01:44.1
W,800m,Montreal,1976,Gold,Tatyana KAZANKINA,URS,01:54.9
W,800m,Montreal,1976,Silver,Nikolina SHTEREVA,BUL,01:55.4
W,800m,Montreal,1976,Bronze,Elfi ZINN,GDR,01:55.6
M,1500m,Montreal,1976,Gold,John WALKER,NZL,03:39.2
M,1500m,Montreal,1976,Silver,Ivo VAN DAMME,BEL,03:39.3
M,1500m,Montreal,1976,Bronze,Paul-Heinz WELLMANN,FRG,03:39.3
W,1500m,Montreal,1976,Gold,Tatyana KAZANKINA,URS,04:05.5
W,1500m,Montreal,1976,Silver,Gunhild HOFFMEISTER,GDR,04:06.0
W,1500m,Montreal,1976,Bronze,Ulrike KLAPEZYNSKI,GDR,04:06.1
M,5000m,Montreal,1976,Gold,Lasse VIREN,FIN,13:24.8
M,5000m,Montreal,1976,Silver,Dick QUAX,NZL,13:25.2
M,5000m,Montreal,1976,Bronze,Klaus-Peter HILDENBRAND,FRG,13:25.2
M,10000m,Montreal,1976,Gold,Lasse VIREN,FIN,27:40.4
M,10000m,Montreal,1976,Silver,Carlos LOPES,POR,27:45.2
M,10000m,Montreal,1976,Bronze,Brendan FOSTER,GBR,27:54.9
M,110m Hurdles,Montreal,1976,Gold,Guy DRUT,FRA,13.3
M,110m Hurdles,Montreal,1976,Silver,Alejandro CASANAS,CUB,13.33
M,110m Hurdles,Montreal,1976,Bronze,Willie DAVENPORT,USA,13.38
W,100m Hurdles,Montreal,1976,Gold,Johanna SCHALLER,GDR,12.77
W,100m Hurdles,Montreal,1976,Silver,Tatyana ANISIMOVA,URS,12.78
W,100m Hurdles,Montreal,1976,Bronze,Natalya LEBEDEVA,URS,12.8
M,400m Hurdles,Montreal,1976,Gold,Edwin MOSES,USA,47.64
M,400m Hurdles,Montreal,1976,Silver,Michael SHINE,USA,48.69
M,400m Hurdles,Montreal,1976,Bronze,Yevgeniy GAVRILENKO,URS,49.45
M,3000m Steeplechase,Montreal,1976,Gold,Anders GARDERUD,SWE,08:08.0
M,3000m Steeplechase,Montreal,1976,Silver,Bronislaw MALINOWSKI,POL,08:09.1
M,3000m Steeplechase,Montreal,1976,Bronze,Frank BAUMGARTL,GDR,08:10.4
M,Marathon,Montreal,1976,Gold,Waldemar CIERPINSKI,GDR,02:09:55
M,Marathon,Montreal,1976,Silver,Frank SHORTER,USA,02:10:45
M,Marathon,Montreal,1976,Bronze,Karel LISMONT,BEL,02:11:12
M,20km Race Walk,Montreal,1976,Gold,Daniel BAUTISTA,MEX,01:24:40
M,20km Race Walk,Montreal,1976,Silver,Hans-Georg REIMANN,GDR,01:25:13
M,20km Race Walk,Montreal,1976,Bronze,Peter FRENKEL,GDR,01:25:29
M,High Jump,Montreal,1976,Gold,Jacek WSZOLA,POL,2.25
M,High Jump,Montreal,1976,Silver,Greg JOY,CAN,2.23
M,High Jump,Montreal,1976,Bronze,Dwight STONES,USA,2.21
W,High Jump,Montreal,1976,Gold,Rosemarie ACKERMANN,GDR,1.93
W,High Jump,Montreal,1976,Silver,Sara SIMEONI,ITA,1.91
W,High Jump,Montreal,1976,Bronze,Yordanka BLAGOEVA,BUL,1.91
M,Pole Vault,Montreal,1976,Gold,Tadeusz SLUSARSKI,POL,5.5
M,Pole Vault,Montreal,1976,Silver,Antti KALLIOMAKI,FIN,5.5
M,Pole Vault,Montreal,1976,Bronze,Dave ROBERTS,USA,5.5
M,Long Jump,Montreal,1976,Gold,Arnie ROBINSON,USA,8.35
M,Long Jump,Montreal,1976,Silver,Randy WILLIAMS,USA,8.11
M,Long Jump,Montreal,1976,Bronze,Frank WARTENBERG,GDR,8.02
W,Long Jump,Montreal,1976,Gold,Angela VOIGT,GDR,6.72
W,Long Jump,Montreal,1976,Silver,Kathy MCMILLAN,USA,6.66
W,Long Jump,Montreal,1976,Bronze,Lidiya ALFEYEVA,URS,6.6
M,Triple Jump,Montreal,1976,Gold,Viktor SANEYEV,URS,17.29
M,Triple Jump,Montreal,1976,Silver,James BUTTS,USA,17.18
M,Triple Jump,Montreal,1976,Bronze,Joao Carlos DE OLIVEIRA,BRA,16.9
M,Shot Put,Montreal,1976,Gold,Udo BEYER,GDR,21.05
M,Shot Put,Montreal,1976,Silver,Yevgeniy MIRONOV,URS,21.03
M,Shot Put,Montreal,1976,Bronze,Aleksandr BARYSHNIKOV,URS,21
W,Shot Put,Montreal,1976,Gold,Ivanka KHRISTOVA,BUL,21.16
W,Shot Put,Montreal,1976,Silver,Nadezhda CHIZHOVA,URS,20.96
W,Shot Put,Montreal,1976,Bronze,Helena FIBINGEROVA,TCH,20.67
M,Discus Throw,Montreal,1976,Gold,Mac WILKINS,USA,67.5
M,Discus Throw,Montreal,1976,Silver,Wolfgang SCHMIDT,GDR,66.22
M,Discus Throw,Montreal,1976,Bronze,John POWELL,USA,65.7
W,Discus Throw,Montreal,1976,Gold,Evelin SCHLAAK,GDR,69
W,Discus Throw,Montreal,1976,Silver,Maria VERGOVA,BUL,67.3
W,Discus Throw,Montreal,1976,Bronze,Gabriele HINZMANN,GDR,66.84
M,Hammer Throw,Montreal,1976,Gold,Yuriy SEDYKH,URS,77.52
M,Hammer Throw,Montreal,1976,Silver,Aleksey SPIRIDONOV,URS,76.08
M,Hammer Throw,Montreal,1976,Bronze,Anatoliy BONDARCHUK,URS,75.48
M,Javelin Throw,Montreal,1976,Gold,Miklos NEMETH,HUN,94.58
M,Javelin Throw,Montreal,1976,Silver,Hannu SIITONEN,FIN,87.92
M,Javelin Throw,Montreal,1976,Bronze,Gheorghe MEGELEA,ROU,87.16
W,Javelin Throw,Montreal,1976,Gold,Ruth FUCHS,GDR,65.94
W,Javelin Throw,Montreal,1976,Silver,Marion BECKER,FRG,64.7
W,Javelin Throw,Montreal,1976,Bronze,Kate SCHMIDT,USA,63.96
M,100m,Munich,1972,Gold,Valeriy BORZOV,URS,10.14
M,100m,Munich,1972,Silver,Robert TAYLOR,USA,10.24
M,100m,Munich,1972,Bronze,Lennox MILLER,JAM,10.33
W,100m,Munich,1972,Gold,Renate STECHER,GDR,11.07
W,100m,Munich,1972,Silver,Raelene BOYLE,AUS,11.23
W,100m,Munich,1972,Bronze,Silvia CHIBAS,CUB,11.24
M,200m,Munich,1972,Gold,Valeriy BORZOV,URS,20
M,200m,Munich,1972,Silver,Larry BLACK,USA,20.19
M,200m,Munich,1972,Bronze,Pietro MENNEA,ITA,20.3
W,200m,Munich,1972,Gold,Renate STECHER,GDR,22.4
W,200m,Munich,1972,Silver,Raelene BOYLE,AUS,22.45
W,200m,Munich,1972,Bronze,Irena SZEWINSKA,POL,22.74
M,400m,Munich,1972,Gold,Vincent MATTHEWS,USA,44.66
M,400m,Munich,1972,Silver,Wayne COLLETT,USA,44.8
M,400m,Munich,1972,Bronze,Julius SANG,KEN,44.92
W,400m,Munich,1972,Gold,Monika ZEHRT,GDR,51.08
W,400m,Munich,1972,Silver,Rita WILDEN,FRG,51.21
W,400m,Munich,1972,Bronze,Kathy HAMMOND,USA,51.64
M,800m,Munich,1972,Gold,Dave WOTTLE,USA,01:45.9
M,800m,Munich,1972,Silver,Yevgeniy ARZHANOV,URS,01:45.9
M,800m,Munich,1972,Bronze,Mike BOIT,KEN,01:46.0
W,800m,Munich,1972,Gold,Hildegard FALCK,FRG,01:58.6
W,800m,Munich,1972,Silver,Nijole SABAITE,URS,01:58.6
W,800m,Munich,1972,Bronze,Gunhild HOFFMEISTER,GDR,01:59.2
M,1500m,Munich,1972,Gold,Pekka VASALA,FIN,03:36.3
M,1500m,Munich,1972,Silver,Kipchoge KEINO,KEN,03:36.8
M,1500m,Munich,1972,Bronze,Rod DIXON,NZL,03:37.5
W,1500m,Munich,1972,Gold,Lyudmila BRAGINA,URS,04:01.4
W,1500m,Munich,1972,Silver,Gunhild HOFFMEISTER,GDR,04:02.8
W,1500m,Munich,1972,Bronze,Paola PIGNI,ITA,04:02.8
M,5000m,Munich,1972,Gold,Lasse VIREN,FIN,13:26.4
M,5000m,Munich,1972,Silver,Mohamed GAMMOUDI,TUN,13:27.3
M,5000m,Munich,1972,Bronze,Ian STEWART,GBR,13:27.6
M,10000m,Munich,1972,Gold,Lasse VIREN,FIN,27:38.4
M,10000m,Munich,1972,Silver,Emiel PUTTEMANS,BEL,27:39.6
M,10000m,Munich,1972,Bronze,Miruts YIFTER,ETH,27:41.0
M,110m Hurdles,Munich,1972,Gold,Rod MILBURN,USA,13.24
M,110m Hurdles,Munich,1972,Silver,Guy DRUT,FRA,13.34
M,110m Hurdles,Munich,1972,Bronze,Thomas HILL,USA,13.48
W,100m Hurdles,Munich,1972,Gold,Annelie EHRHARDT,GDR,12.59
W,100m Hurdles,Munich,1972,Silver,Valeria BUFANU,ROU,12.84
